path,name,example_value,type,transform,MIO=keep in EcoTaxa,Lotty=keep in EcoTaxa,CEFAS=keep in EcoTaxa,SYKE=keep in EcoTaxa,LOG =keep in EcoTaxa,explanation,Comments,bioODV.subject,bioODV.object,bioODV.units
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.ParticleBuffer,ParticleBuffer,1000,[f],None,False,False,FALSE,False,False,scatter settings,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.DotSize,DotSize,3,[f],None,False,False,FALSE,False,False,scatter settings,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.AutoScale,AutoScale,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,scatter settings,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.RefreshRate,RefreshRate,300,[f],None,False,False,FALSE,False,False,scatter settings,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.ParticleBuffer,ParticleBuffer,1000,[f],None,False,False,FALSE,False,False,scatter settings,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.DotSize,DotSize,3,[f],None,False,False,FALSE,False,False,scatter settings,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.PMTLevelPresets1,PMTLevelPresets1,SzdLS0tLS1A=,[t],None,False,False,FALSE,False,False,Values for the low/medium/high sensitivity settings for the PMTs,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.PMTLevelPresets2,PMTLevelPresets2,VTxVVVVVVVo=,[t],None,False,False,FALSE,False,False,Values for the low/medium/high sensitivity settings for the PMTs,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.PMTLevelPresets3,PMTLevelPresets3,X0FfX19fX2Q=,[t],None,False,False,FALSE,False,False,Values for the low/medium/high sensitivity settings for the PMTs,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.RemoteSettings.Protocol,Protocol,1,[f],None,False,False,FALSE,False,False,remote settings,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.RemoteSettings.WindowsShare,WindowsShare,nan,[f],None,False,False,FALSE,False,False,remote settings,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.RemoteSettings.DestinationFolder,DestinationFolder,nan,[f],None,False,False,FALSE,False,False,remote settings,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.RemoteSettings.LimitBandwidth,LimitBandwidth,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,remote settings,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.RemoteSettings.IifFileSync,IifFileSync,0,[f],None,False,False,FALSE,False,False,remote settings,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.RemoteSettings.BandWidth,BandWidth,1000,[f],None,False,False,FALSE,False,False,remote settings,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.RemoteSettings.CustomServerAddress,CustomServerAddress,nan,[f],None,False,False,FALSE,False,False,remote settings,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.RemoteSettings.Port,Port,0,[f],None,False,False,FALSE,False,False,remote settings,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.RemoteSettings.DelayShutdown,DelayShutdown,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,remote settings,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.RemoteSettings.MaxDelayTime,MaxDelayTime,00:10:00,[d],"[extract_date_utc,extract_time_utc]",False,False,FALSE,False,False,remote settings,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.State1SubModeTime,State1SubModeTime,15,[f],None,False,False,FALSE,False,False,"Some timings for the deep sub protocol of filling the sampling loop, flushing, etc.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.State2SubModeTime,State2SubModeTime,60,[f],None,False,False,FALSE,False,False,"Some timings for the deep sub protocol of filling the sampling loop, flushing, etc.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.State3SubModeTime,State3SubModeTime,50,[f],None,False,False,FALSE,False,False,"Some timings for the deep sub protocol of filling the sampling loop, flushing, etc.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.FixSamplePumpPosition,FixSamplePumpPosition,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,"""Always start measuremet at same position"". After the preconcentration rotate the sample pump so it will always start measuring just after a sample pump wheel.  ",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.release.ReleaseDate,ReleaseDate,2012-07-30 00:00:00,[d],"[extract_date_utc,extract_time_utc]",False,False,FALSE,False,False,Last change dat of that specific structure.,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.EnableRS232,EnableRS232,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,RS232 settings,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.RS232Baud,RS232Baud,460800,[f],None,False,False,FALSE,False,False,RS232 settings,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.RS232Handshaking,RS232Handshaking,1,[f],None,False,False,FALSE,False,False,RS232 settings,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.Gain,Gain,0,[f],None,True,True,TRUE,True,False,image gain,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.Brightness,Brightness,0,[f],None,True,True,TRUE,True,False,image brightness (in %?),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.ROITop,ROITop,0,[f],None,True,True,TRUE,True,False,region of interest top,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.ROILeft,ROILeft,0,[f],None,True,True,TRUE,True,False,region of interest left,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.ROIWidth,ROIWidth,1920,[f],None,True,True,TRUE,True,False,region of interest width,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.ROIHeight,ROIHeight,1200,[f],None,True,True,TRUE,True,False,region of interest height ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.HorizontalFlip,HorizontalFlip,TRUE,[b],"lambda v: ""true"" if v else ""false""",True,True,?,True,False,"These are fixed for all CytoSense, and different for XRr. Because of the positioning of the camera we need to flip the image so it matches the orientation of the pulse profile.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.VerticalFlip,VerticalFlip,FALSE,[b],"lambda v: ""true"" if v else ""false""",True,True,?,True,False,"These are fixed for all CytoSense, and different for XRr. Because of the positioning of the camera we need to flip the image so it matches the orientation of the pulse profile.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.Rotate,Rotate,0,[f],None,False,True,FALSE,False,False,Not used.,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.Compression,Compression,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,True,FALSE,False,False,"Not used, uncompressed is not an option.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.TriggerPositive,TriggerPositive,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,True,FALSE,False,False,Setting for electrical connection for the camera.,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.CameraDelay,CameraDelay,4450,[f],None,False,False,FALSE,True,False,camera delay (a.u.) -time between laser and picture shutter ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.CameraDelayOffset_us,CameraDelayOffset_us,0,[f],None,False,False,FALSE,True,False,camera delay offset,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.AutoCameraDelay,AutoCameraDelay,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,auto camera delay,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.CameraDelayFactor,CameraDelayFactor,1,[f],None,False,False,FALSE,False,False,nan,nan,,,
